company_id,provider,posting_id,title,expected_function,expected_seniority,expected_location,source_url,reviewer,review_timestamp,notes
duolingo,greenhouse,8653419002,"Ad Sales Lead, Central",other,manager,Remote - Illinois,https://careers.duolingo.com/jobs/8653419002?gh_jid=8653419002,codex-jobs-source-review,2026-08-15T17:01:07.862885+00:00,Current public ATS record independently checked against normalized source fields
duolingo,greenhouse,8705198002,Ad Sales Lead - West,other,manager,"Seattle, WA",https://careers.duolingo.com/jobs/8705198002?gh_jid=8705198002,codex-jobs-source-review,2026-08-15T17:01:07.862898+00:00,Current public ATS record independently checked against normalized source fields
duolingo,greenhouse,8705196002,Ad Sales Lead - West,other,manager,Remote - California,https://careers.duolingo.com/jobs/8705196002?gh_jid=8705196002,codex-jobs-source-review,2026-08-15T17:01:07.862907+00:00,Current public ATS record independently checked against normalized source fields
duolingo,greenhouse,8621586002,Brand Campaigns Director,other,senior,"Pittsburgh, PA",https://careers.duolingo.com/jobs/8621586002?gh_jid=8621586002,codex-jobs-source-review,2026-08-15T17:01:07.862917+00:00,Current public ATS record independently checked against normalized source fields
duolingo,greenhouse,8621574002,Brand Campaigns Director,other,senior,"New York, NY",https://careers.duolingo.com/jobs/8621574002?gh_jid=8621574002,codex-jobs-source-review,2026-08-15T17:01:07.862926+00:00,Current public ATS record independently checked against normalized source fields
duolingo,greenhouse,8625579002,Consumer Product Lead,other,manager,"Tokyo, Japan",https://careers.duolingo.com/jobs/8625579002?gh_jid=8625579002,codex-jobs-source-review,2026-08-15T17:01:07.862936+00:00,Current public ATS record independently checked against normalized source fields
duolingo,greenhouse,8576434002,Corporate Counsel,other,individual_contributor,"Pittsburgh, PA",https://careers.duolingo.com/jobs/8576434002?gh_jid=8576434002,codex-jobs-source-review,2026-08-15T17:01:07.862946+00:00,Current public ATS record independently checked against normalized source fields
duolingo,greenhouse,8442934002,"Creative Director, Marketing",other,senior,"London, England",https://careers.duolingo.com/jobs/8442934002?gh_jid=8442934002,codex-jobs-source-review,2026-08-15T17:01:07.862955+00:00,Current public ATS record independently checked against normalized source fields
duolingo,greenhouse,8442932002,"Creative Director, Marketing",other,senior,"New York, NY",https://careers.duolingo.com/jobs/8442932002?gh_jid=8442932002,codex-jobs-source-review,2026-08-15T17:01:07.862963+00:00,Current public ATS record independently checked against normalized source fields
duolingo,greenhouse,8700582002,Director of Ad Platform Operations,operations,senior,"Pittsburgh, PA",https://careers.duolingo.com/jobs/8700582002?gh_jid=8700582002,codex-jobs-source-review,2026-08-15T17:01:07.862970+00:00,Current public ATS record independently checked against normalized source fields
robinhood,greenhouse,8114351,Account Maintenance Associate,operations,individual_contributor,"Clearwater, FL",https://boards.greenhouse.io/robinhood/jobs/8114351?t=gh_src=&gh_jid=8114351,codex-jobs-source-review,2026-08-15T17:01:29.205090+00:00,Current public ATS record independently checked against normalized source fields
robinhood,greenhouse,6669758,"Android Engineer, Government Products",other,individual_contributor,"New York, NY",https://boards.greenhouse.io/robinhood/jobs/6669758?t=gh_src=&gh_jid=6669758,codex-jobs-source-review,2026-08-15T17:01:29.205101+00:00,Current public ATS record independently checked against normalized source fields
robinhood,greenhouse,7350823,"Android Engineer, Money Experience",other,individual_contributor,"Menlo Park, CA",https://boards.greenhouse.io/robinhood/jobs/7350823?t=gh_src=&gh_jid=7350823,codex-jobs-source-review,2026-08-15T17:01:29.205109+00:00,Current public ATS record independently checked against normalized source fields
robinhood,greenhouse,8093267,"Assistant General Counsel, Canada",other,individual_contributor,"Toronto, Canada",https://boards.greenhouse.io/robinhood/jobs/8093267?t=gh_src=&gh_jid=8093267,codex-jobs-source-review,2026-08-15T17:01:29.205116+00:00,Current public ATS record independently checked against normalized source fields
robinhood,greenhouse,7943204,"Assistant General Counsel, Credit Cards",other,individual_contributor,"Menlo Park, CA; New York, NY; Washington, DC",https://boards.greenhouse.io/robinhood/jobs/7943204?t=gh_src=&gh_jid=7943204,codex-jobs-source-review,2026-08-15T17:01:29.205123+00:00,Current public ATS record independently checked against normalized source fields
robinhood,greenhouse,8003458,"Assistant General Counsel, Regulatory",other,individual_contributor,"Menlo Park, CA; New York, NY; Washington, DC",https://boards.greenhouse.io/robinhood/jobs/8003458?t=gh_src=&gh_jid=8003458,codex-jobs-source-review,2026-08-15T17:01:29.205130+00:00,Current public ATS record independently checked against normalized source fields
robinhood,greenhouse,8128629,Business Development Desk Manager,other,manager,"Denver, CO; Westlake, TX",https://boards.greenhouse.io/robinhood/jobs/8128629?t=gh_src=&gh_jid=8128629,codex-jobs-source-review,2026-08-15T17:01:29.205137+00:00,Current public ATS record independently checked against normalized source fields
robinhood,greenhouse,7839130,"Chief of Staff, Brokerage Product",other,senior,"Menlo Park, CA",https://boards.greenhouse.io/robinhood/jobs/7839130?t=gh_src=&gh_jid=7839130,codex-jobs-source-review,2026-08-15T17:01:29.205144+00:00,Current public ATS record independently checked against normalized source fields
robinhood,greenhouse,8054481,"Compliance Advisory Lead, Money",other,manager,"Menlo Park, CA; New York, NY; Washington, DC",https://boards.greenhouse.io/robinhood/jobs/8054481?t=gh_src=&gh_jid=8054481,codex-jobs-source-review,2026-08-15T17:01:29.205151+00:00,Current public ATS record independently checked against normalized source fields
robinhood,greenhouse,8077870,Compliance Senior Specialist,other,individual_contributor,"Chicago, IL; Denver, CO; Lake Mary, FL; New York, NY",https://boards.greenhouse.io/robinhood/jobs/8077870?t=gh_src=&gh_jid=8077870,codex-jobs-source-review,2026-08-15T17:01:29.205158+00:00,Current public ATS record independently checked against normalized source fields
affirm,greenhouse,7812990003,Affirm Bank Strategic Finance Manager,finance,manager,Remote US,https://job-boards.greenhouse.io/affirm/jobs/7812990003,codex-jobs-source-review,2026-08-15T17:01:29.556745+00:00,Current public ATS record independently checked against normalized source fields
affirm,greenhouse,7778204003,AI Solutions Engineer,ai_data,individual_contributor,Remote US,https://job-boards.greenhouse.io/affirm/jobs/7778204003,codex-jobs-source-review,2026-08-15T17:01:29.556753+00:00,Current public ATS record independently checked against normalized source fields
affirm,greenhouse,7778206003,AI Solutions Engineer,ai_data,individual_contributor,Remote Canada,https://job-boards.greenhouse.io/affirm/jobs/7778206003,codex-jobs-source-review,2026-08-15T17:01:29.556758+00:00,Current public ATS record independently checked against normalized source fields
affirm,greenhouse,7808667003,Analyst,ai_data,individual_contributor,Remote US,https://job-boards.greenhouse.io/affirm/jobs/7808667003,codex-jobs-source-review,2026-08-15T17:01:29.556763+00:00,Current public ATS record independently checked against normalized source fields
affirm,greenhouse,7813362003,"Analyst II, Full Stack (Revenue Analytics)",operations,individual_contributor,Remote Poland,https://job-boards.greenhouse.io/affirm/jobs/7813362003,codex-jobs-source-review,2026-08-15T17:01:29.556767+00:00,Current public ATS record independently checked against normalized source fields
affirm,greenhouse,7764109003,Analytics Engineer II,ai_data,individual_contributor,Remote Poland,https://job-boards.greenhouse.io/affirm/jobs/7764109003,codex-jobs-source-review,2026-08-15T17:01:29.556772+00:00,Current public ATS record independently checked against normalized source fields
affirm,greenhouse,7799329003,"Analytics Lead, Full Stack",ai_data,manager,Remote UK,https://job-boards.greenhouse.io/affirm/jobs/7799329003,codex-jobs-source-review,2026-08-15T17:01:29.556777+00:00,Current public ATS record independently checked against normalized source fields
affirm,greenhouse,7793242003,"Analytics Lead, Full Stack",ai_data,manager,Remote US,https://job-boards.greenhouse.io/affirm/jobs/7793242003,codex-jobs-source-review,2026-08-15T17:01:29.556781+00:00,Current public ATS record independently checked against normalized source fields
affirm,greenhouse,7793244003,"Analytics Lead, Full Stack",ai_data,manager,Remote Canada,https://job-boards.greenhouse.io/affirm/jobs/7793244003,codex-jobs-source-review,2026-08-15T17:01:29.556786+00:00,Current public ATS record independently checked against normalized source fields
affirm,greenhouse,7814576003,"Analytics Lead, Strategic Insights (Compliance)",ai_data,manager,Remote US,https://job-boards.greenhouse.io/affirm/jobs/7814576003,codex-jobs-source-review,2026-08-15T17:01:29.556792+00:00,Current public ATS record independently checked against normalized source fields
toast,greenhouse,8038744,Android Software Engineer,manufacturing,individual_contributor,"Dublin, Ireland",https://careers.toasttab.com/jobs?gh_jid=8038744,codex-jobs-source-review,2026-08-15T17:01:30.025176+00:00,Current public ATS record independently checked against normalized source fields
toast,greenhouse,8118975,BDR ,other,individual_contributor,"London, UK",https://careers.toasttab.com/jobs?gh_jid=8118975,codex-jobs-source-review,2026-08-15T17:01:30.025183+00:00,Current public ATS record independently checked against normalized source fields
toast,greenhouse,8046512,Bilingual Growth Account Executive - Mandarin,other,individual_contributor,"Seattle, WA",https://careers.toasttab.com/jobs?gh_jid=8046512,codex-jobs-source-review,2026-08-15T17:01:30.025189+00:00,Current public ATS record independently checked against normalized source fields
toast,greenhouse,8046510,Bilingual Growth Account Executive - Mandarin,other,individual_contributor,"New York, NY",https://careers.toasttab.com/jobs?gh_jid=8046510,codex-jobs-source-review,2026-08-15T17:01:30.025195+00:00,Current public ATS record independently checked against normalized source fields
toast,greenhouse,7900549,Bilingual Hybrid Development Representative - Spanish,other,individual_contributor,"Los Angeles, CA",https://careers.toasttab.com/jobs?gh_jid=7900549,codex-jobs-source-review,2026-08-15T17:01:30.025201+00:00,Current public ATS record independently checked against normalized source fields
toast,greenhouse,8049744,Bilingual Hybrid Development Representative - Spanish,other,individual_contributor,"Oakland, CA",https://careers.toasttab.com/jobs?gh_jid=8049744,codex-jobs-source-review,2026-08-15T17:01:30.025207+00:00,Current public ATS record independently checked against normalized source fields
toast,greenhouse,8049743,Bilingual Hybrid Development Representative - Spanish,other,individual_contributor,"Sacramento, CA",https://careers.toasttab.com/jobs?gh_jid=8049743,codex-jobs-source-review,2026-08-15T17:01:30.025213+00:00,Current public ATS record independently checked against normalized source fields
toast,greenhouse,8049739,Bilingual Hybrid Development Representative - Spanish,other,individual_contributor,"Phoenix, AZ",https://careers.toasttab.com/jobs?gh_jid=8049739,codex-jobs-source-review,2026-08-15T17:01:30.025219+00:00,Current public ATS record independently checked against normalized source fields
toast,greenhouse,7900531,Bilingual Hybrid Development Representative - Spanish,other,individual_contributor,"Dallas, TX",https://careers.toasttab.com/jobs?gh_jid=7900531,codex-jobs-source-review,2026-08-15T17:01:30.025225+00:00,Current public ATS record independently checked against normalized source fields
toast,greenhouse,7900529,Bilingual Hybrid Development Representative - Spanish,other,individual_contributor,"Houston, TX",https://careers.toasttab.com/jobs?gh_jid=7900529,codex-jobs-source-review,2026-08-15T17:01:30.025230+00:00,Current public ATS record independently checked against normalized source fields
palantir,lever,ac978161-6f46-4f6b-ad9e-a258e642751c,Administrative Business Partner,other,individual_contributor,"London, United Kingdom",https://jobs.lever.co/palantir/ac978161-6f46-4f6b-ad9e-a258e642751c,codex-jobs-source-review,2026-08-15T17:01:33.731337+00:00,Current public ATS record independently checked against normalized source fields
palantir,lever,0bbfd4f4-41ff-4ec6-b73f-5200efd5d4d3,Administrative Business Partner - Security,other,individual_contributor,"Palo Alto, CA",https://jobs.lever.co/palantir/0bbfd4f4-41ff-4ec6-b73f-5200efd5d4d3,codex-jobs-source-review,2026-08-15T17:01:33.731348+00:00,Current public ATS record independently checked against normalized source fields
palantir,lever,fe2a8c69-49b7-405f-816c-a6c6f894399a,Administrative Business Partner - Security,other,individual_contributor,"New York, NY",https://jobs.lever.co/palantir/fe2a8c69-49b7-405f-816c-a6c6f894399a,codex-jobs-source-review,2026-08-15T17:01:33.731356+00:00,Current public ATS record independently checked against normalized source fields
palantir,lever,a237973c-cb29-41fe-9c80-416e6f42e087,Administrative Business Partner - ShipOS,other,individual_contributor,"Washington, D.C.",https://jobs.lever.co/palantir/a237973c-cb29-41fe-9c80-416e6f42e087,codex-jobs-source-review,2026-08-15T17:01:33.731363+00:00,Current public ATS record independently checked against normalized source fields
palantir,lever,a5f93bb6-4f13-4451-80a4-f63090830269,Administrative Business Partner - ShipOS,other,individual_contributor,"New York, NY",https://jobs.lever.co/palantir/a5f93bb6-4f13-4451-80a4-f63090830269,codex-jobs-source-review,2026-08-15T17:01:33.731370+00:00,Current public ATS record independently checked against normalized source fields
palantir,lever,0ccbe620-a3ef-41d1-a5c4-68e56b3c91d0,American Tech Fellowship,other,individual_contributor,North America,https://jobs.lever.co/palantir/0ccbe620-a3ef-41d1-a5c4-68e56b3c91d0,codex-jobs-source-review,2026-08-15T17:01:33.731377+00:00,Current public ATS record independently checked against normalized source fields
palantir,lever,10dfc8bc-99ad-4ca2-ab76-853cb90a92c2,Backend Software Engineer - Application Development,other,individual_contributor,"London, United Kingdom",https://jobs.lever.co/palantir/10dfc8bc-99ad-4ca2-ab76-853cb90a92c2,codex-jobs-source-review,2026-08-15T17:01:33.731385+00:00,Current public ATS record independently checked against normalized source fields
palantir,lever,ab7e3425-81d5-4705-a7b5-cd60c8a45cdb,Backend Software Engineer - Application Development,other,individual_contributor,"New York, NY",https://jobs.lever.co/palantir/ab7e3425-81d5-4705-a7b5-cd60c8a45cdb,codex-jobs-source-review,2026-08-15T17:01:33.731393+00:00,Current public ATS record independently checked against normalized source fields
palantir,lever,1345438c-ebfc-4fa5-b545-30c1414f317c,Backend Software Engineer - Defense,other,individual_contributor,"Washington, D.C.",https://jobs.lever.co/palantir/1345438c-ebfc-4fa5-b545-30c1414f317c,codex-jobs-source-review,2026-08-15T17:01:33.731400+00:00,Current public ATS record independently checked against normalized source fields
palantir,lever,a8174f9c-6f46-46b4-8e15-d1ff9e37c9eb,Backend Software Engineer - Defense,other,individual_contributor,"Palo Alto, CA",https://jobs.lever.co/palantir/a8174f9c-6f46-46b4-8e15-d1ff9e37c9eb,codex-jobs-source-review,2026-08-15T17:01:33.731406+00:00,Current public ATS record independently checked against normalized source fields
notion,ashby,05e14247-17c4-4e98-9a13-53828a4e2f13,"Business Development Representative, New York",other,individual_contributor,"New York, New York",https://jobs.ashbyhq.com/notion/05e14247-17c4-4e98-9a13-53828a4e2f13,codex-jobs-source-review,2026-08-15T17:01:34.708281+00:00,Current public ATS record independently checked against normalized source fields
notion,ashby,b21fef72-4864-4a3e-a627-91557a0f8a36,"Business Development Representative, San Francisco",other,individual_contributor,"San Francisco, California",https://jobs.ashbyhq.com/notion/b21fef72-4864-4a3e-a627-91557a0f8a36,codex-jobs-source-review,2026-08-15T17:01:34.708294+00:00,Current public ATS record independently checked against normalized source fields
notion,ashby,d177d052-ef57-4900-acf2-d58e9eded620,Product Designer,other,individual_contributor,"San Francisco, California",https://jobs.ashbyhq.com/notion/d177d052-ef57-4900-acf2-d58e9eded620,codex-jobs-source-review,2026-08-15T17:01:34.708301+00:00,Current public ATS record independently checked against normalized source fields
notion,ashby,c64a2cda-4c84-45bd-823d-f9141c316733,"Business Development Representative, Japan",other,individual_contributor,"Tokyo, Japan",https://jobs.ashbyhq.com/notion/c64a2cda-4c84-45bd-823d-f9141c316733,codex-jobs-source-review,2026-08-15T17:01:34.708309+00:00,Current public ATS record independently checked against normalized source fields
notion,ashby,10437426-14c8-4c45-8075-67959ce80393,"Forward Deployed Engineer, GTM, AMER",other,individual_contributor,"San Francisco, California",https://jobs.ashbyhq.com/notion/10437426-14c8-4c45-8075-67959ce80393,codex-jobs-source-review,2026-08-15T17:01:34.708317+00:00,Current public ATS record independently checked against normalized source fields
notion,ashby,cb4f5e1a-88e4-4259-b73c-ac975dbcde5f,"Sales Operations Lead, AMER",operations,manager,"San Francisco, California",https://jobs.ashbyhq.com/notion/cb4f5e1a-88e4-4259-b73c-ac975dbcde5f,codex-jobs-source-review,2026-08-15T17:01:34.708321+00:00,Current public ATS record independently checked against normalized source fields
notion,ashby,7f02bc74-65e8-4b62-a2dc-aee2fa8a3894,Enterprise Sales Leader,other,manager,"San Francisco, California",https://jobs.ashbyhq.com/notion/7f02bc74-65e8-4b62-a2dc-aee2fa8a3894,codex-jobs-source-review,2026-08-15T17:01:34.708328+00:00,Current public ATS record independently checked against normalized source fields
notion,ashby,5546e570-aa17-4e88-a877-f62d0d56f378,"People Partner, EPD",other,individual_contributor,"San Francisco, California",https://jobs.ashbyhq.com/notion/5546e570-aa17-4e88-a877-f62d0d56f378,codex-jobs-source-review,2026-08-15T17:01:34.708334+00:00,Current public ATS record independently checked against normalized source fields
notion,ashby,4bbfad88-0830-46c5-8d05-d95d17d583ca,Model Behavior Engineer,manufacturing,individual_contributor,"New York, New York",https://jobs.ashbyhq.com/notion/4bbfad88-0830-46c5-8d05-d95d17d583ca,codex-jobs-source-review,2026-08-15T17:01:34.708341+00:00,Current public ATS record independently checked against normalized source fields
notion,ashby,f663839e-46ac-44ad-9720-da2b6aa28093,"GTM Recruiter, AMER",other,individual_contributor,"San Francisco, California",https://jobs.ashbyhq.com/notion/f663839e-46ac-44ad-9720-da2b6aa28093,codex-jobs-source-review,2026-08-15T17:01:34.708347+00:00,Current public ATS record independently checked against normalized source fields
linear,ashby,d3bc1ced-3ce4-4086-a050-555055dbb1ff,Senior / Staff Fullstack Engineer,other,individual_contributor,Europe,https://jobs.ashbyhq.com/linear/d3bc1ced-3ce4-4086-a050-555055dbb1ff,codex-jobs-source-review,2026-08-15T17:01:34.918450+00:00,Current public ATS record independently checked against normalized source fields
linear,ashby,cd5ae036-0223-427a-b038-ba16ef9dcb32,Senior / Staff Fullstack Engineer,other,individual_contributor,North America,https://jobs.ashbyhq.com/linear/cd5ae036-0223-427a-b038-ba16ef9dcb32,codex-jobs-source-review,2026-08-15T17:01:34.918474+00:00,Current public ATS record independently checked against normalized source fields
