document_id,company,ticker,cik,report_type,form,publication_date,reporting_period,source_url,local_artifact,sha256,difficulty_flags,difficulty_class,development_partition_status
ee02-ba-0000012927-24-000010,BOEING CO,BA,0000012927,annual_report,10-K,2024-01-31,2023-12-31,https://www.sec.gov/Archives/edgar/data/12927/000001292724000010/ba-20231231.htm,data/evidence_engine_v0_2/raw/ba/ee02-ba-0000012927-24-000010.html,8d4aa184eadda59a5216d4783deb24fd9f01cfe0240b7d49395d4cfd0bd4e820,dense_tables|adjusted_and_statutory|restated_prior_year|multiple_currencies|acquisition_or_disposal|segment_reorganisation|negative_bracketed_values|multiple_unit_scales|duplicated_narrative_values|embedded_multi_page_tables,difficult,external_us_development_no_outcomes
ee02-ba-0000012927-24-000082,BOEING CO,BA,0000012927,interim_report,10-Q,2024-10-23,2024-09-30,https://www.sec.gov/Archives/edgar/data/12927/000001292724000082/ba-20240930.htm,data/evidence_engine_v0_2/raw/ba/ee02-ba-0000012927-24-000082.html,4a062538d6dee5c3133178e93a73e08afac7a4e2c5b8f01af0af357094c965f1,dense_tables|adjusted_and_statutory|multiple_currencies|acquisition_or_disposal|segment_reorganisation|negative_bracketed_values|duplicated_narrative_values|embedded_multi_page_tables,difficult,external_us_development_no_outcomes
ee02-cat-0000018230-23-000011,CATERPILLAR INC,CAT,0000018230,annual_report,10-K,2023-02-15,2022-12-31,https://www.sec.gov/Archives/edgar/data/18230/000001823023000011/cat-20221231.htm,data/evidence_engine_v0_2/raw/cat/ee02-cat-0000018230-23-000011.html,779a0af213e496cf178df5089e528d4b6ab0afafa4ec812db660c5b230857fe0,dense_tables|adjusted_and_statutory|restated_prior_year|multiple_currencies|acquisition_or_disposal|segment_reorganisation|negative_bracketed_values|multiple_unit_scales|duplicated_narrative_values|embedded_multi_page_tables,difficult,external_us_development_no_outcomes
ee02-cat-0000018230-24-000009,CATERPILLAR INC,CAT,0000018230,annual_report,10-K,2024-02-16,2023-12-31,https://www.sec.gov/Archives/edgar/data/18230/000001823024000009/cat-20231231.htm,data/evidence_engine_v0_2/raw/cat/ee02-cat-0000018230-24-000009.html,6234e660810ce6ac07a3574668a3223492164efc9019ff6c05178b0f782ea3d7,dense_tables|adjusted_and_statutory|restated_prior_year|multiple_currencies|acquisition_or_disposal|segment_reorganisation|negative_bracketed_values|multiple_unit_scales|duplicated_narrative_values|embedded_multi_page_tables,difficult,external_us_development_no_outcomes
ee02-cat-0000018230-24-000053,CATERPILLAR INC,CAT,0000018230,interim_report,10-Q,2024-11-06,2024-09-30,https://www.sec.gov/Archives/edgar/data/18230/000001823024000053/cat-20240930.htm,data/evidence_engine_v0_2/raw/cat/ee02-cat-0000018230-24-000053.html,a936a947eb3915a168f1a07fabb871156ef478f3ccce8e30973959d063a710da,dense_tables|restated_prior_year|multiple_currencies|acquisition_or_disposal|segment_reorganisation|negative_bracketed_values|multiple_unit_scales|duplicated_narrative_values|embedded_multi_page_tables,difficult,external_us_development_no_outcomes
ee02-clf-0000764065-23-000032,CLEVELAND-CLIFFS INC.,CLF,0000764065,annual_report,10-K,2023-02-14,2022-12-31,https://www.sec.gov/Archives/edgar/data/764065/000076406523000032/clf-20221231.htm,data/evidence_engine_v0_2/raw/clf/ee02-clf-0000764065-23-000032.html,17f3881f6b3ed3df7b66ba1e9e82c067ac168fc4685a05e4c19831d0887c6d26,dense_tables|adjusted_and_statutory|restated_prior_year|multiple_currencies|acquisition_or_disposal|discontinued_operations|segment_reorganisation|negative_bracketed_values|multiple_unit_scales|duplicated_narrative_values|embedded_multi_page_tables,difficult,external_us_development_no_outcomes
ee02-clf-0000764065-24-000038,CLEVELAND-CLIFFS INC.,CLF,0000764065,annual_report,10-K,2024-02-08,2023-12-31,https://www.sec.gov/Archives/edgar/data/764065/000076406524000038/clf-20231231.htm,data/evidence_engine_v0_2/raw/clf/ee02-clf-0000764065-24-000038.html,0f4d076fee9670840c8e122c7ad3606ce898d936dbf3cd29f52de730f60b5800,dense_tables|adjusted_and_statutory|restated_prior_year|multiple_currencies|acquisition_or_disposal|discontinued_operations|segment_reorganisation|negative_bracketed_values|multiple_unit_scales|duplicated_narrative_values|embedded_multi_page_tables,difficult,external_us_development_no_outcomes
ee02-clf-0000764065-24-000202,CLEVELAND-CLIFFS INC.,CLF,0000764065,regulatory_results_announcement,8-K,2024-11-04,2024-11-04,https://www.sec.gov/Archives/edgar/data/764065/000076406524000202/clf-20241104.htm,data/evidence_engine_v0_2/raw/clf/ee02-clf-0000764065-24-000202.html,5e798a4ada6d4244ae6e031698a4fe6ef81e4765dd5f9263fd6ec8a45fca736a,,ordinary,external_us_development_no_outcomes
ee02-cmi-0000026172-23-000005,CUMMINS INC,CMI,0000026172,annual_report,10-K,2023-02-14,2022-12-31,https://www.sec.gov/Archives/edgar/data/26172/000002617223000005/cmi-20221231.htm,data/evidence_engine_v0_2/raw/cmi/ee02-cmi-0000026172-23-000005.html,3e2fa6ed145acbf7b0c9eebd09f6eab7c519c733e7edee28fb31d1edf15e28ad,dense_tables|adjusted_and_statutory|restated_prior_year|multiple_currencies|acquisition_or_disposal|segment_reorganisation|negative_bracketed_values|duplicated_narrative_values|embedded_multi_page_tables,difficult,external_us_development_no_outcomes
ee02-cmi-0000026172-24-000012,CUMMINS INC,CMI,0000026172,annual_report,10-K,2024-02-12,2023-12-31,https://www.sec.gov/Archives/edgar/data/26172/000002617224000012/cmi-20231231.htm,data/evidence_engine_v0_2/raw/cmi/ee02-cmi-0000026172-24-000012.html,819e1fcd56880b0d5ec59607232be1eff3f031e3ac7aa0387ffdeda90d5d26d6,dense_tables|adjusted_and_statutory|restated_prior_year|multiple_currencies|acquisition_or_disposal|segment_reorganisation|negative_bracketed_values|duplicated_narrative_values|embedded_multi_page_tables,difficult,external_us_development_no_outcomes
ee02-cmi-0000026172-24-000043,CUMMINS INC,CMI,0000026172,regulatory_results_announcement,8-K,2024-11-05,2024-11-05,https://www.sec.gov/Archives/edgar/data/26172/000002617224000043/cmi-20241105.htm,data/evidence_engine_v0_2/raw/cmi/ee02-cmi-0000026172-24-000043.html,87e4499f50d65f9b67c1f1d9b855b527137aac2185807cc8ec48359ab2add39d,,ordinary,external_us_development_no_outcomes
ee02-de-0001558370-23-019812,DEERE & CO,DE,0000315189,annual_report,10-K,2023-12-15,2023-10-29,https://www.sec.gov/Archives/edgar/data/315189/000155837023019812/de-20231029x10k.htm,data/evidence_engine_v0_2/raw/de/ee02-de-0001558370-23-019812.html,b06d05c7e6c196322ae295672801b9a0ba3b7f68194edc70655eb1339c51eaf3,dense_tables|adjusted_and_statutory|restated_prior_year|multiple_currencies|acquisition_or_disposal|segment_reorganisation|negative_bracketed_values|duplicated_narrative_values|embedded_multi_page_tables,difficult,external_us_development_no_outcomes
ee02-de-0001558370-24-012529,DEERE & CO,DE,0000315189,interim_report,10-Q,2024-08-29,2024-07-28,https://www.sec.gov/Archives/edgar/data/315189/000155837024012529/de-20240728x10q.htm,data/evidence_engine_v0_2/raw/de/ee02-de-0001558370-24-012529.html,9c18da30afd658fc1bcade1fb2d6d19748f0dab80264d7e6080444fcbb86907d,dense_tables|restated_prior_year|multiple_currencies|acquisition_or_disposal|negative_bracketed_values|multiple_unit_scales|duplicated_narrative_values|embedded_multi_page_tables,difficult,external_us_development_no_outcomes
ee02-de-0001558370-24-016169,DEERE & CO,DE,0000315189,annual_report,10-K,2024-12-12,2024-10-27,https://www.sec.gov/Archives/edgar/data/315189/000155837024016169/de-20241027x10k.htm,data/evidence_engine_v0_2/raw/de/ee02-de-0001558370-24-016169.html,2aa81bcec57db1af538be5edad58b0932f70d64081272933845b93fe15a7604d,dense_tables|adjusted_and_statutory|restated_prior_year|multiple_currencies|acquisition_or_disposal|negative_bracketed_values|multiple_unit_scales|duplicated_narrative_values|embedded_multi_page_tables,difficult,external_us_development_no_outcomes
ee02-dell-0001571996-23-000007,Dell Technologies Inc.,DELL,0001571996,annual_report,10-K,2023-03-30,2023-02-03,https://www.sec.gov/Archives/edgar/data/1571996/000157199623000007/dell-20230203.htm,data/evidence_engine_v0_2/raw/dell/ee02-dell-0001571996-23-000007.html,f38597c1ad68ed64f65f53b7ee8a4232ac997d26335fe96c84771dfe594e7c69,dense_tables|adjusted_and_statutory|restated_prior_year|multiple_currencies|acquisition_or_disposal|discontinued_operations|segment_reorganisation|negative_bracketed_values|multiple_unit_scales|duplicated_narrative_values|embedded_multi_page_tables,difficult,external_us_development_no_outcomes
ee02-dell-0001571996-24-000036,Dell Technologies Inc.,DELL,0001571996,annual_report,10-K,2024-03-25,2024-02-02,https://www.sec.gov/Archives/edgar/data/1571996/000157199624000036/dell-20240202.htm,data/evidence_engine_v0_2/raw/dell/ee02-dell-0001571996-24-000036.html,5e61162a91f8fc7c2ed513b84410ae12cf32767d1cafda696bcdbecb5d357705,dense_tables|adjusted_and_statutory|restated_prior_year|multiple_currencies|acquisition_or_disposal|discontinued_operations|segment_reorganisation|negative_bracketed_values|multiple_unit_scales|duplicated_narrative_values|embedded_multi_page_tables,difficult,external_us_development_no_outcomes
ee02-dell-0001571996-24-000130,Dell Technologies Inc.,DELL,0001571996,regulatory_results_announcement,8-K,2024-11-26,2024-11-26,https://www.sec.gov/Archives/edgar/data/1571996/000157199624000130/dell-20241126.htm,data/evidence_engine_v0_2/raw/dell/ee02-dell-0001571996-24-000130.html,7eff154465de1b926e407587578aa1ca2ac06627f27ca888b9021fc5e1b88071,,ordinary,external_us_development_no_outcomes
ee02-dow-0001751788-23-000014,DOW INC.,DOW,0001751788,annual_report,10-K,2023-02-01,2022-12-31,https://www.sec.gov/Archives/edgar/data/1751788/000175178823000014/dow-20221231.htm,data/evidence_engine_v0_2/raw/dow/ee02-dow-0001751788-23-000014.html,b080a755d63c98e11a4a37feaa3c547e8fec04c5a303b7fe01fd965ecfa9ef8f,dense_tables|adjusted_and_statutory|restated_prior_year|multiple_currencies|acquisition_or_disposal|discontinued_operations|negative_bracketed_values|multiple_unit_scales|duplicated_narrative_values|embedded_multi_page_tables,difficult,external_us_development_no_outcomes
ee02-dow-0001751788-24-000010,DOW INC.,DOW,0001751788,annual_report,10-K,2024-01-31,2023-12-31,https://www.sec.gov/Archives/edgar/data/1751788/000175178824000010/dow-20231231.htm,data/evidence_engine_v0_2/raw/dow/ee02-dow-0001751788-24-000010.html,ab92e4c056bf7a37ade061df9a494a874cb0c2a922715bffbb3478c6a8972c0e,dense_tables|adjusted_and_statutory|restated_prior_year|multiple_currencies|acquisition_or_disposal|discontinued_operations|negative_bracketed_values|multiple_unit_scales|duplicated_narrative_values|embedded_multi_page_tables,difficult,external_us_development_no_outcomes
ee02-dow-0001751788-24-000147,DOW INC.,DOW,0001751788,regulatory_results_announcement,8-K,2024-10-24,2024-10-24,https://www.sec.gov/Archives/edgar/data/1751788/000175178824000147/dow-20241024.htm,data/evidence_engine_v0_2/raw/dow/ee02-dow-0001751788-24-000147.html,2ec1143f64e646b4e6d889ca6bd5916b239d9822931e806c31d4313f3e870854,,ordinary,external_us_development_no_outcomes
ee02-emn-0000915389-23-000015,EASTMAN CHEMICAL CO,EMN,0000915389,annual_report,10-K,2023-02-15,2022-12-31,https://www.sec.gov/Archives/edgar/data/915389/000091538923000015/emn-20221231.htm,data/evidence_engine_v0_2/raw/emn/ee02-emn-0000915389-23-000015.html,ee5c48067d42f1d453a92087d44780f413705ad1e8dcdce7643e7856168e161a,dense_tables|adjusted_and_statutory|restated_prior_year|multiple_currencies|acquisition_or_disposal|segment_reorganisation|negative_bracketed_values|duplicated_narrative_values|embedded_multi_page_tables,difficult,external_us_development_no_outcomes
ee02-emn-0000915389-24-000016,EASTMAN CHEMICAL CO,EMN,0000915389,annual_report,10-K,2024-02-14,2023-12-31,https://www.sec.gov/Archives/edgar/data/915389/000091538924000016/emn-20231231.htm,data/evidence_engine_v0_2/raw/emn/ee02-emn-0000915389-24-000016.html,a35d1e5cfaec87f77cf26e845b20e919b34fdce34e5d5629d34c698a625e169b,dense_tables|adjusted_and_statutory|restated_prior_year|multiple_currencies|acquisition_or_disposal|segment_reorganisation|negative_bracketed_values|duplicated_narrative_values|embedded_multi_page_tables,difficult,external_us_development_no_outcomes
ee02-emn-0000915389-24-000225,EASTMAN CHEMICAL CO,EMN,0000915389,regulatory_results_announcement,8-K,2024-10-31,2024-10-31,https://www.sec.gov/Archives/edgar/data/915389/000091538924000225/emn-20241031.htm,data/evidence_engine_v0_2/raw/emn/ee02-emn-0000915389-24-000225.html,6733d3cd0192272d567436bd8ba6621343c73631f67e9b2259ef47a88d144d11,,ordinary,external_us_development_no_outcomes
ee02-etn-0001551182-23-000004,Eaton Corp plc,ETN,0001551182,annual_report,10-K,2023-02-23,2022-12-31,https://www.sec.gov/Archives/edgar/data/1551182/000155118223000004/etn-20221231.htm,data/evidence_engine_v0_2/raw/etn/ee02-etn-0001551182-23-000004.html,4570e47a048857c42fa98a98a40f4067e066e7f5d927f4f8b5479e5800da3949,dense_tables|adjusted_and_statutory|restated_prior_year|multiple_currencies|acquisition_or_disposal|negative_bracketed_values|multiple_unit_scales|duplicated_narrative_values|embedded_multi_page_tables,difficult,external_us_development_no_outcomes
ee02-etn-0001551182-24-000006,Eaton Corp plc,ETN,0001551182,annual_report,10-K,2024-02-29,2023-12-31,https://www.sec.gov/Archives/edgar/data/1551182/000155118224000006/etn-20231231.htm,data/evidence_engine_v0_2/raw/etn/ee02-etn-0001551182-24-000006.html,b9c5b662ab30bda4e5a3f7b001910a18b9a788f17b0588e3a2130ed6cacc3ab7,dense_tables|adjusted_and_statutory|restated_prior_year|multiple_currencies|acquisition_or_disposal|negative_bracketed_values|multiple_unit_scales|duplicated_narrative_values|embedded_multi_page_tables,difficult,external_us_development_no_outcomes
ee02-etn-0001551182-24-000038,Eaton Corp plc,ETN,0001551182,regulatory_results_announcement,8-K,2024-10-31,2024-10-31,https://www.sec.gov/Archives/edgar/data/1551182/000155118224000038/etn-20241031.htm,data/evidence_engine_v0_2/raw/etn/ee02-etn-0001551182-24-000038.html,a7bfe166c0c70303f7dfda931d4eb33a266f0276f236d0a18ac413f24acfa75d,,ordinary,external_us_development_no_outcomes
ee02-f-0000037996-23-000012,FORD MOTOR CO,F,0000037996,annual_report,10-K,2023-02-03,2022-12-31,https://www.sec.gov/Archives/edgar/data/37996/000003799623000012/f-20221231.htm,data/evidence_engine_v0_2/raw/f/ee02-f-0000037996-23-000012.html,cd86652a8f5f8ecbd0c21a83dc684cfaef5b6bbaf8a38590d37fbb3a1c7765f6,dense_tables|adjusted_and_statutory|restated_prior_year|multiple_currencies|acquisition_or_disposal|segment_reorganisation|negative_bracketed_values|multiple_unit_scales|duplicated_narrative_values|embedded_multi_page_tables,difficult,external_us_development_no_outcomes
ee02-f-0000037996-24-000009,FORD MOTOR CO,F,0000037996,annual_report,10-K,2024-02-07,2023-12-31,https://www.sec.gov/Archives/edgar/data/37996/000003799624000009/f-20231231.htm,data/evidence_engine_v0_2/raw/f/ee02-f-0000037996-24-000009.html,d14d6885a908c12c51562626ceed085fc21254c877d61cba9e42ca7a986b556d,dense_tables|adjusted_and_statutory|restated_prior_year|multiple_currencies|acquisition_or_disposal|segment_reorganisation|negative_bracketed_values|multiple_unit_scales|duplicated_narrative_values|embedded_multi_page_tables,difficult,external_us_development_no_outcomes
ee02-f-0000037996-24-000185,FORD MOTOR CO,F,0000037996,interim_report,10-Q,2024-10-29,2024-09-30,https://www.sec.gov/Archives/edgar/data/37996/000003799624000185/f-20240930.htm,data/evidence_engine_v0_2/raw/f/ee02-f-0000037996-24-000185.html,07e1d4f89a9fd84623ef0fe6961213303f685d457b9159da07c2ceef028670cc,dense_tables|adjusted_and_statutory|multiple_currencies|acquisition_or_disposal|negative_bracketed_values|multiple_unit_scales|duplicated_narrative_values|embedded_multi_page_tables,difficult,external_us_development_no_outcomes
ee02-fdx-0000950170-23-033201,FEDEX CORP,FDX,0001048911,annual_report,10-K,2023-07-17,2023-05-31,https://www.sec.gov/Archives/edgar/data/1048911/000095017023033201/fdx-20230531.htm,data/evidence_engine_v0_2/raw/fdx/ee02-fdx-0000950170-23-033201.html,e431a5a6ea406b44106a741ff901a49f15d6b166f6ba4e49e607a31c2ddf8af8,dense_tables|adjusted_and_statutory|restated_prior_year|multiple_currencies|acquisition_or_disposal|segment_reorganisation|negative_bracketed_values|multiple_unit_scales|duplicated_narrative_values|embedded_multi_page_tables,difficult,external_us_development_no_outcomes
ee02-fdx-0000950170-24-083577,FEDEX CORP,FDX,0001048911,annual_report,10-K,2024-07-15,2024-05-31,https://www.sec.gov/Archives/edgar/data/1048911/000095017024083577/fdx-20240531.htm,data/evidence_engine_v0_2/raw/fdx/ee02-fdx-0000950170-24-083577.html,cca8214fc0a3f4596e4820c7abe19419c511c0008ad45c2bf008aed4e4b000cf,dense_tables|adjusted_and_statutory|restated_prior_year|multiple_currencies|acquisition_or_disposal|segment_reorganisation|negative_bracketed_values|multiple_unit_scales|duplicated_narrative_values|embedded_multi_page_tables,difficult,external_us_development_no_outcomes
ee02-fdx-0000950170-24-138460,FEDEX CORP,FDX,0001048911,interim_report,10-Q,2024-12-19,2024-11-30,https://www.sec.gov/Archives/edgar/data/1048911/000095017024138460/fdx-20241130.htm,data/evidence_engine_v0_2/raw/fdx/ee02-fdx-0000950170-24-138460.html,fd0dc769deb47e9d68679ccaa501e482041c2c2a6e58bdafc30f959306f6ac41,dense_tables|restated_prior_year|multiple_currencies|acquisition_or_disposal|negative_bracketed_values|multiple_unit_scales|duplicated_narrative_values,difficult,external_us_development_no_outcomes
ee02-ge-0000040545-23-000023,GENERAL ELECTRIC CO,GE,0000040545,annual_report,10-K,2023-02-10,2022-12-31,https://www.sec.gov/Archives/edgar/data/40545/000004054523000023/ge-20221231.htm,data/evidence_engine_v0_2/raw/ge/ee02-ge-0000040545-23-000023.html,2b29bc652e60f3e7b2235d1bb405580d2a302119c9004c7dd2c5cdcaecba1242,dense_tables|adjusted_and_statutory|restated_prior_year|multiple_currencies|acquisition_or_disposal|discontinued_operations|segment_reorganisation|negative_bracketed_values|multiple_unit_scales|duplicated_narrative_values|embedded_multi_page_tables,difficult,external_us_development_no_outcomes
ee02-ge-0000040545-24-000027,GENERAL ELECTRIC CO,GE,0000040545,annual_report,10-K,2024-02-02,2023-12-31,https://www.sec.gov/Archives/edgar/data/40545/000004054524000027/ge-20231231.htm,data/evidence_engine_v0_2/raw/ge/ee02-ge-0000040545-24-000027.html,db7709bba22e1ce118f2050ac3be6159bfec738db156961e5900fe929eaf8033,dense_tables|adjusted_and_statutory|restated_prior_year|multiple_currencies|acquisition_or_disposal|discontinued_operations|segment_reorganisation|negative_bracketed_values|multiple_unit_scales|duplicated_narrative_values|embedded_multi_page_tables,difficult,external_us_development_no_outcomes
ee02-ge-0000040545-24-000200,GENERAL ELECTRIC CO,GE,0000040545,interim_report,10-Q,2024-10-22,2024-09-30,https://www.sec.gov/Archives/edgar/data/40545/000004054524000200/ge-20240930.htm,data/evidence_engine_v0_2/raw/ge/ee02-ge-0000040545-24-000200.html,8b114d4ff2e6ad99fbe6c0495e4f2e50003f28658396e49f7f4d0cbdede478cd,dense_tables|adjusted_and_statutory|multiple_currencies|acquisition_or_disposal|discontinued_operations|segment_reorganisation|negative_bracketed_values|multiple_unit_scales|duplicated_narrative_values|embedded_multi_page_tables,difficult,external_us_development_no_outcomes
ee02-gm-0001467858-23-000029,General Motors Co,GM,0001467858,annual_report,10-K,2023-01-31,2022-12-31,https://www.sec.gov/Archives/edgar/data/1467858/000146785823000029/gm-20221231.htm,data/evidence_engine_v0_2/raw/gm/ee02-gm-0001467858-23-000029.html,c8bf9c121abb17f6e09b8f86d321d8295df6d68cbd6cb91a68c1a0c92b7918b4,dense_tables|adjusted_and_statutory|restated_prior_year|multiple_currencies|acquisition_or_disposal|negative_bracketed_values|multiple_unit_scales|duplicated_narrative_values|embedded_multi_page_tables,difficult,external_us_development_no_outcomes
ee02-gm-0001467858-24-000031,General Motors Co,GM,0001467858,annual_report,10-K,2024-01-30,2023-12-31,https://www.sec.gov/Archives/edgar/data/1467858/000146785824000031/gm-20231231.htm,data/evidence_engine_v0_2/raw/gm/ee02-gm-0001467858-24-000031.html,2cf30700e9f74545c7e2ef6a0820b48dd5d9c32450f95e1fae32342eef86d4d1,dense_tables|adjusted_and_statutory|restated_prior_year|multiple_currencies|acquisition_or_disposal|negative_bracketed_values|multiple_unit_scales|duplicated_narrative_values|embedded_multi_page_tables,difficult,external_us_development_no_outcomes
ee02-gm-0001467858-24-000117,General Motors Co,GM,0001467858,interim_report,10-Q,2024-10-22,2024-09-30,https://www.sec.gov/Archives/edgar/data/1467858/000146785824000117/gm-20240930.htm,data/evidence_engine_v0_2/raw/gm/ee02-gm-0001467858-24-000117.html,01cdf3ede45284c0c70fdc87991f49a6010e46ce345e5fab0637db3e080f220c,dense_tables|adjusted_and_statutory|restated_prior_year|multiple_currencies|acquisition_or_disposal|negative_bracketed_values|multiple_unit_scales|duplicated_narrative_values|embedded_multi_page_tables,difficult,external_us_development_no_outcomes
ee02-hon-0000773840-23-000013,HONEYWELL INTERNATIONAL INC,HON,0000773840,annual_report,10-K,2023-02-10,2022-12-31,https://www.sec.gov/Archives/edgar/data/773840/000077384023000013/hon-20221231.htm,data/evidence_engine_v0_2/raw/hon/ee02-hon-0000773840-23-000013.html,e6c4787de3b059c217a854df58d554a4c9922fc6399efbd9d349563e8a44fc0b,dense_tables|adjusted_and_statutory|restated_prior_year|multiple_currencies|acquisition_or_disposal|segment_reorganisation|negative_bracketed_values|duplicated_narrative_values|embedded_multi_page_tables,difficult,external_us_development_no_outcomes
